TimeFormat_1,{0:00} day {1:00} hour,,{0:00} 日 {1:00} 小時,,,,
TimeFormat_2,{0:00} hours {1:00} minutes,,{0:00} 小時 {1:00} 分鐘,,,,
TimeFormat_3,{0:00} minutes,,{0:00} 分鐘,,,,
TimeFormat_4,{0:00} seconds,,{0:00} 秒,,,,
,,,,,,,
#Area Page,,,,,,,
AreaPageTitle,Beast God,,獸神,,,,
area_fate,Contract pattern,,契約紋,,,,
area_monsterGod,Hangar,,格納庫,,,,
area_title,Deity,,神格,,,,
AreaPage_TitleUnlock,Main story 6-3 unlocked,,主線 6-3 解鎖,,,,
AreaPage_TitleAlert,Unlock Godhead after clearing level 6-3,,通關6-3後解鎖神格,,,,
,,,,,,,
#FormationTeamEditPage,,,,,,,
FormationTeamEditPageTitle,Formation,,編隊,,,,
FormationTeamEditPageMonsterGod,Beast God,,獸神,,,,
FormationTeamEditPagePet,Pet,,寵物,,,,
FormationTeamEditPageDetailButton,Edit,,配置,,,,
FormationTeamEditPagePetListButton,Hero Adjustment,,星神調整,,,,
FormationTeamEditPageClassHints_Title_1,Recommended: Front row,,推薦：前排,,,,
FormationTeamEditPageClassHints_Title_2,Recommended: Back row,,推薦：後排,,,,
FormationTeamEditPageClassHints_Title_3,Recommended: front or back,,推薦：前排或後排,,,,
FormationTeamEditPageClassHints_Title_4,Recommended: front or back,,推薦：前排或後排,,,,
FormationTeamEditPageClassHints_Content_1,Recover Holy Spirit when receiving Normal attacks,,承受「普通攻擊」時回復「聖靈值」,,,,
FormationTeamEditPageClassHints_Content_2,Recover Holy Spirit Value after using Normal attacks,,使用「普通攻擊」後回復「聖靈值」,,,,
FormationTeamEditPageClassHints_Content_3,After a teammate uses Normal attacks it will recover Holy Spirit Value,,隊友使用「普通攻擊」後，自身回復「聖靈值」,,,,
FormationTeamEditPageClassHints_Content_4,A large amount of Holy Spirit Points will be restored at the beginning of the battle.,,戰鬥開始時回復大量「聖靈值」,,,,
FormationTeamEdit_notEnoughSixHero_title,Hint,,提示,,,,
FormationTeamEdit_notEnoughSixHero_content,The team has less than 6 people. Do you want to edit the formation?,,隊伍不足6人，是否前往編隊？,,,,
,,,,,,,
#BattleCoreTeamEditPage,,,,,,,
battle_teamedit_page_title,Team,,隊伍,,,,
teamedit_adjust_hero,Hero Adjustment,,星神調整,,,,
teamedit_monstergod,Beast God,,獸神,,,,
teamedit_pet,Pet,,寵物,,,,
BattleCoreTeamEdit_notEnoughSixHero,The team has less than 6 people and cannot be switched.,,隊伍不足6人，不可切換,,,,
BattleCoreTeamEdit_noClearInfo,There is no clearing team.,,沒有通關隊伍,,,,
,,,,,,,
#TitlePage #Area,,,,,,,
TitlePage_HeaderText,Godhead system,,神格系統,,,,
TitlePage_TitleDetailButton,Deity,,神格,,,,
TitlePage_TacticDetailButton,Blessing,,加護,,,,
TItlePage_TitleDetail_NoRankText,Divinity not obtained,,未獲得神格,,,,
TitleRankName_1,Elf,,精靈,,,,
TitleRankName_2,Demi god,,半神,,,,
TitleRankName_3,Apprentice god,,見習神,,,,
TitleRankName_4,Level 1 God,,一級神,,,,
TitleRankName_5,Level 2 God,,二級神,,,,
TitleRankName_6,Level 3 God,,三級神,,,,
TitleRankName_7,Level 4 God,,四級神,,,,
TitleRankName_8,Level 1 Holy God,,一級聖神,,,,
TitleRankName_9,Level 2 Holy God,,二級聖神,,,,
TitleRankName_10,Level 3 Holy God,,三級聖神,,,,
TitleRankName_11,Level 1 Super God,,一級超神,,,,
TitleRankName_12,Level 2 Super God,,二級超神,,,,
TitleRankName_13,Level 3 Super God,,三級超神,,,,
TitleRankName_14,Level 4 Super God,,四級超神,,,,
,,,,,,,
TitlePage_NotEnoughLevel,Insufficient level required,,所需等級不足,,,,
