#CampaignTowerAfkPopup,,,,,,,
CampaignTowerAfkPopupRewardAmount,{0}/5分,,{0}/5分,,,,
CampaignTowerAfkPopupReward,挂网收益,,掛網收益,,,,
CampaignTowerAfkPopupTips,挂网时间达5分钟或以上才能领取收益,,掛網時間達5分鐘或以上才能領取收益,,,,
CampaignTowerAfkPopupClaimButton,领取,,領取,,,,
,,,,,,,
#CampaignTowerBattleCondition,,,,,,,
CampaignTowerTeamConditionTitle,条件,,條件,,,,
CampaignTowerTeamConditionHeroLimit,战斗人数{0}/{1}人,,戰鬥人數{0}/{1}人,,,,
CampaignTowerWinConditionDefeatAll,击倒全部敌人,,擊倒全部敵人,,,,
CampaignTowerWinConditionHPRemain,总生命值不少于 {0}%,,總生命值不少於 {0}%,,,,
CampaignTowerWinConditionPassWithinRound,{0}回合内击倒所有敌人,,{0}回合內擊倒所有敵人,,,,
CampaignTowerWinConditionDeathCountBelow,我方倒下星神少于 {0},,我方倒下星神少於 {0},,,,
CampaignTowerWinConditionAllServive,我方全部星神生存,,我方全部星神生存,,,,
CampaignTowerWinConditionNotMeet,未达成上阵条件 (点击英雄可以调整战斗人数),,未達成上陣條件 (點擊英雄可以調整戰鬥人數),,,,
,,,,,,,
CampaignTowerTeamMemberConditionWarning,未达成上阵人数,,未達成上陣人數,,,,
,,,,,,,
#BattleResultWinCondition,,,,,,,
BattleResultWinConditionWin,<#2E375D>胜利条件 : </color>,,<#2E375D>勝利條件 : </color>,,,,
BattleResultWinConditionWinDefeatAll,<#1166CC>击倒全部敌人</color>,,<#1166CC>擊倒全部敵人</color>,,,,
BattleResultWinConditionWinHPRemain,<#1166CC>总生命值不少于 {0}%</color>,,<#1166CC>總生命值不少於 {0}%</color>,,,,
BattleResultWinConditionWinPassWithinRound,<#1166CC>{0}回合内击倒所有敌人</color>,,<#1166CC>{0}回合內擊倒所有敵人</color>,,,,
BattleResultWinConditionWinDeathCountBelow,<#1166CC>我方倒下星神少于 {0}</color>,,<#1166CC>我方倒下星神少於 {0}</color>,,,,
BattleResultWinConditionWinAllServive,<#1166CC>我方全部星神生存</color>,,<#1166CC>我方全部星神生存</color>,,,,
BattleResultWinConditionLose,通关条件 :,,通關條件 : ,,,,
BattleResultWinConditionLoseDefeatAll,<#66DDDD>击倒全部敌人</color>,,<#66DDDD>擊倒全部敵人</color>,,,,
BattleResultWinConditionLoseHPRemain,<#66DDDD>总生命值不少于 {0}%</color>,,<#66DDDD>總生命值不少於 {0}%</color>,,,,
BattleResultWinConditionLosePassWithinRound,<#66DDDD>{0}回合内击倒所有敌人</color>,,<#66DDDD>{0}回合內擊倒所有敵人</color>,,,,
BattleResultWinConditionLoseDeathCountBelow,<#66DDDD>我方倒下星神少于 {0}</color>,,<#66DDDD>我方倒下星神少於 {0}</color>,,,,
BattleResultWinConditionLoseAllServive,<#66DDDD>我方全部星神生存</color>,,<#66DDDD>我方全部星神生存</color>,,,,
BattleResultWinConditionLoseTips,(遗憾战败，请再接再厉),,(遺憾戰敗，請再接再厲),,,,
BattleResultWinConditionLoseDef Win,<#66DDDD>击倒全部敌人</color>,,<#66DDDD>擊倒全部敵人</color>,,,,
,,,,,,,
#GuildMainPage,,,,,,,
GuildMainPageTitle,公会,,公會,,,,
GuildMainPageWarBtn,争霸,,爭霸,,,,
GuildMainPageBossBtn,维修中,,敬請期待,,,,
GuildMainPageStoreBtn,商店,,商店,,,,
GuildMainPageHallBtn,大楼,,大樓,,,,
GuildMainPageEventBtn,活動,,活動,,,,
GuildMainPageEventBtn_NoEvent,敬请期待,,維修中,,,,
GuildMainPageTalismanBtn,敬请期待,,敬請期待,,,,
GuildMainPageBlessingBtn,祭祀,,祭祀,,,,
GuildTalismanNotOpenYetAlert,敬请期待,,敬請期待,,,,
GuildBossNotOpenYetAlert,敬请期待,,敬請期待,,,,
GuildShopRequireHallLevelAlert,大楼升至2级后解锁,,大樓升至2級後解鎖,,,,
GuildMainPageHelpPopupContent,"公会说明
1. 公会成员: 副会长最多可设2位。公会Grade越高，精英人数越多。
2. 公会升级: 会长和副会长可以消耗公会资金，升级公会的大楼和建筑。
3. 公会权限: 会长和副会长有权限管理整个公会的建设，精英和成员无法参与管理。

公会管理
1. 公会创建者为公会的第一任会长。
2. 会长可以任命副会长，最多可任命2位副会长。
3. 会长拥有公会管理的最高许可权，副会长辅助管理公会，拥有审批，踢人，建筑升级等许可权。
4. 成员退出公会后，当日将无法再加入公会，直至下一日05:00。

公会祭祀
1. 参与祭祀后，可以获得大量公会币和公会资金，公会资金Use it on a hero with 公会建筑升级。
2. 祭祀后，会增加祭祀值。当祭祀值达到指定数值，可领取祭祀奖励。 (公会全员共享祭祀值)
3. 公会币Use it on a hero with 公会商店中购买资源。",,"公會說明
1. 公會成員: 副會長最多可設2位。公會等級越高，精英人數越多。
2. 公會升級: 會長和副會長可以消耗公會資金，升級公會的大樓和建築。
3. 公會權限: 會長和副會長有權限管理整個公會的建設，精英和成員無法參與管理。

公會管理
1. 公會創建者為公會的第一任會長。
2. 會長可以任命副會長，最多可任命2位副會長。
3. 會長擁有公會管理的最高許可權，副會長輔助管理公會，擁有審批，踢人，建築升級等許可權。
4. 成員退出公會後，當日將無法再加入公會，直至下一日05:00。

公會祭祀
1. 參與祭祀後，可以獲得大量公會幣和公會資金，公會資金可用於公會建築升級。
2. 祭祀後，會增加祭祀值。當祭祀值達到指定數值，可領取祭祀獎勵。(公會全員共享祭祀值)
3. 公會幣可用於公會商店中購買資源。",,,,
,,,,,,,
,,,,,,,
#GuildHallTabBarPage,,,,,,,
GuildHallTabBarPageTitle,大楼,,大樓,,,,
GuildHall_Tab_News,讯息,,訊息,,,,
GuildHall_Tab_ActivePoint,活跃,,活躍,,,,
GuildHall_Tab_RedPocket,补给,,補給,,,,
GuildHall_Tab_Building,建筑,,建築,,,,
GuildHall_Tab_ActiveLog,动态,,動態,,,,
,,,,,,,
#GuildHallNewsPage,,,,,,,
GuildHallNewsAnnouncementTitle,公会公告,,公會公告,,,,
GuildHallNewsTitlePlayer,玩家,,玩家,,,,
GuildHallNewsTitleRank,Grade,,等級,,,,
GuildHallNewsTitlePower,战力,,戰力,,,,
GuildHallNewsTitleActive,日/周活跃,,日/週活躍,,,,
