,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#Support,,,,,,,
SupportPageTitle,指挥中心,,指揮中心,,,,
support_gallery,资料库,,資料庫,,,,
support_campsite,研究中心,,研究中心,,,,
support_spiritList,星之沙漏,,星之沙漏,,,,
support_talisman,主神卡,,主神卡,,,,
support_heroList,星神一览,,星神一覽,,,,
,,,,,,,
SupportPage_GalleryUnlock,主线 3-10 解锁,,主線 3-10 解鎖,,,,
SupportPage_GalleryAlert,通关第3章后解锁资料库,,通關第3章後解鎖資料庫,,,,
SupportPage_CampsiteUnlock,主线 5-6 解锁,,主線 5-6 解鎖,,,,
SupportPage_CampsiteAlert,通关5-6后解锁研究中心,,通關5-6後解鎖研究中心,,,,
SupportPage_SpiritListUnlock,50级解锁,,50級解鎖,,,,
SupportPage_SpiritListAlert,到达50级后解锁星之沙漏,,到達50級後解鎖星之沙漏,,,,
,,,,,,,
HeroListPageTitle,星神一览,,星神一覽,,,,
HeroListPageTips,升级星神稀有度可以大大提高队伍战斗力,,升級星神稀有度可以大大提高隊伍戰鬥力,,,,
,,,,,,,
#MonsterGodMainPage,,,,,,,
MonsterGodMainPageTitle,格纳库,,格納庫,,,,
MonsterGodMainPageKizunaButton,兽神共鸣,,獸神共鳴,,,,
MonsterGodMainPageBackpackButton,兽神一览,,獸神一覽,,,,
MonsterGodMainPageFormationButton,兽神配置,,獸神配置,,,,
,,,,,,,
#MonsterGodFormationPage,,,,,,,
MonsterGodFormationPageTitle,兽神配置,,獸神配置,,,,
FormationMonsterGodIconController_Equipped,编成中,,編成中,,,,
MonsterGodBackpackCell_Equipped,编成中,,編成中,,,,
,,,,,,,
#MonsterGodInfoMainPage,,,,,,,
MonsterGodInfoMainPageTitle,兽神培养,,獸神培養,,,,
MonsterGodInfoMainPageTabInfo,资讯,,資訊,,,,
MonsterGodInfoMainPageTabEnhancement,强化,,強化,,,,
MonsterGodInfoMainPageTabUpgrade,升星,,升星,,,,
MonsterGodInfoMainPageTabSkin,造型,,造型,,,,
MonsterGodEnhancement_Block20,到达20级后解锁兽神强化,,到達20級後解鎖獸神強化,,,,
,,,,,,,
#MonsterGodInfoSubPage,,,,,,,
MonsterGodInfoSubPageInfoEnhancementBonus,强化加成,,強化加成,,,,
MonsterGodInfoSubPageInfoEnhancementTalent,强化天赋,,強化天賦,,,,
MonsterGodInfoSubPageInfoEnhancementStatBonus,强化,,強化,,,,
MonsterGodInfoSubPageInfoSkill,兽神技能,,獸神技能,,,,
MonsterGodInfoSubPageEnhancementConsume,强化消耗,,強化消耗,,,,
MonsterGodInfoSubPageEnhancementTips,强化每阶的3段进度全满后可自动进阶,,強化每階的3段進度全滿後可自動進階,,,,
MonsterGodInfoSubPageEnhancementButton,强化,,強化,,,,
MonsterGodInfoSubPageEnhancementButtonOneClick,一键强化,,一鍵強化,,,,
MonsterGodEnhancementBlockProgress,进度:,,進度:,,,,
MonsterGodEnhancementBlockEffect,效果:,,效果:,,,,
MonsterGodEnhancementBlockStatBonus,属性加成:,,屬性加成:,,,,
