,,,,,,,
#AuctionMainPage,,,,,,,
AuctionMainPageTitle,战利品,,戰利品,,,,
AuctionMainPageTabDividend,分红奖励,,分紅獎勵,,,,
AuctionMainPageTabGuild,公会拍卖,,公會拍賣,,,,
AuctionMainPageTabServer,本服拍卖,,本服拍賣,,,,
AuctionMainPageButtonWishList,心愿清单,,心願清單,,,,
AuctionMainPageButtonBidRecord,拍卖记录,,拍賣記錄,,,,
AuctionItemBarLeading,领先,,領先,,,,
AuctionItemBarBidding,竞拍中...,,競拍中...,,,,
AuctionItemBarNotLeading,被超,,被超,,,,
AuctionItemBarSold,已经出售,,已經出售,,,,
AuctionItemBarNoBid,已流标,,已流標,,,,
AuctionItemBarButtonBid,竞价,,競價,,,,
AuctionItemBarButtonBuy,购买,,購買,,,,
AuctionItemBarTimeBefore,"{0}后
拍卖开始",,"{0}後
拍賣開始",,,,
AuctionItemBarTime,"{0}后
拍卖结束",,"{0}後
拍賣結束",,,,
AuctionItemBarTimeEnd,拍卖结束,,拍賣結束,,,,
AuctionItemBarNotEnoughGem,石数不足,,石數不足,,,,
,,,,,,,
#AuctionSubPageDividend,,,,,,,
AuctionDividendAirshipStart,19:45开启,,19:45開啟,,,,
AuctionDividendEventStart,20:00开启,,20:00開啟,,,,
AuctionDividendEventEnd,已结束,,已結束,,,,
AuctionDividendCellReward,活动奖励,,活動獎勵,,,,
AuctionDividendCellAttend,参加,,參加,,,,
AuctionDividendCellBid,拍卖,,拍賣,,,,
AuctionDividendCellTips,公会竞拍结束后可领取,,公會競拍結束後可領取,,,,
AuctionDividendCellNotStart,未开始,,未開始,,,,
,,,,,,,
#AuctionSubPageGuild,,,,,,,
AuctionSubPageGuildTab_0,银河铁道,,銀河鐵道,,,,
AuctionSubPageGuildTab_1,诸神回归,,諸神回歸,,,,
AuctionSubPageGuildTips,购买公会战利品可以少量提升战利品奖励,,購買公會戰利品可以少量提升戰利品獎勵,,,,
AuctionSubPageGuildNotStart,"今天拍卖会尚未开始
请稍后再来

<color=#0078FF>20:00</color>公会活动后开始拍卖",,"今天拍賣會尚未開始
請稍後再來

<color=#0078FF>20:00</color>公會活動後開始拍賣",,,,
,,,,,,,
#AuctionSubPageServer,,,,,,,
AuctionSubPageServerTab_0,角色,,角色,,,,
AuctionSubPageServerTab_1,兽神,,獸神,,,,
AuctionSubPageServerTab_2,道具,,道具,,,,
AuctionSubPageServerTab_3,其他,,其他,,,,
AuctionSubPageServerTips,本场拍卖不参与分红,,本場拍賣不參與分紅,,,,
AuctionSubPageServerNotStart,公会拍卖结束后开启拍卖,,公會拍賣結束後開啟拍賣,,,,
,,,,,,,
#AuctionBidConfirmPopup,,,,,,,
AuctionBidConfirmPopupTitle,竞拍出价,,競拍出價,,,,
AuctionBidConfirmPopupText1,确定要花费,,確定要花費,,,,
AuctionBidConfirmPopupText2,参与,,參與,,,,
AuctionBidConfirmPopupText3,的竞拍吗?,,的競拍嗎?,,,,
,,,,,,,
#AuctionBidConfirmPopup,,,,,,,
AuctionBuyConfirmPopupTitle,竞拍购买,,競拍購買,,,,
AuctionBuyConfirmPopupText1,确定要花费,,確定要花費,,,,
AuctionBuyConfirmPopupText2,购买,,購買,,,,
AuctionBuyConfirmPopupText3,的竞拍吗?,,的競拍嗎?,,,,
,,,,,,,
#AuctionBidRecordPopup,,,,,,,
AuctionBidRecordPopupTitle,拍卖记录,,拍賣記錄,,,,
AuctionBidRecordPopupTabPersonal,个人,,個人,,,,
AuctionBidRecordPopupTabGuild,公会,,公會,,,,
AuctionBidRecordPopupTransactionDate,交易时间,,交易時間,,,,
AuctionBidRecordPopupBidItem,拍价品,,拍價品,,,,
AuctionBidRecordPopupConsume,交易消耗,,交易消耗,,,,
AuctionBidRecordPopupRemark,交易备注,,交易備註,,,,
AuctionBidRecordPopupSuccess,竞拍成功,,競拍成功,,,,
AuctionBidRecordPopupFail,竞拍失败,,競拍失敗,,,,
AuctionBidRecordPopupBidFail,竞价货币已返还,,競價貨幣已返還,,,,
AuctionBidRecordPopupNoBid,流标,,流標,,,,
AuctionGuildBidRecordList_Title,竞拍明细,,競拍明細,,,,
AuctionGuildBidRecordList_Count,第{0}次,,第{0}次,,,,
AuctionGuildBidRecordList_NoRecord,暂无人竞拍,,暫無人競拍,,,,
,,,,,,,
#AuctionWishListPopup,,,,,,,
AuctionWishListPopupTitle,心愿清单,,心願清單,,,,
AuctionWishListPopupAuctionItem,拍卖品,,拍賣品,,,,
AuctionWishListPopupBidPrice,竞拍价,,競拍價,,,,
AuctionWishListPopupBuyPrice,一口价,,一口價,,,,
AuctionWishListPopupStatus,状态,,狀態,,,,
AuctionWishListPopupEmpty,暂无任何心愿,,暫無任何心願,,,,
,,,,,,,
#AuctionHelpInfoPopup,,,,,,,
AuctionHelpInfoPopupTitle,战利品,,戰利品,,,,
AuctionHelpInfoPopupDetailTitle,详细规则,,詳細規則,,,,
AuctionHelpInfoPopupDetailContent,"交易所
1.交易所分为公会拍卖和本服拍卖
2.公会交易所只有加入公会的玩家可以参与
3.本服交易所本服所有玩家可以参与

公会交易所
1.公会交易所，参与人员仅限本公会成员
2.交易所战利品来源于公会相关活动
3.交易所中战利品售出，参与活动的玩家可以分红

世界交易所
1.世界交易所，本服所有玩家可以参与

竞拍规则
1.交易所中战利品购买，包括竞价和一口价
2.战利品的基础价为竞价的低价，最高价为一口价
3.拍卖结束时，出价最高者获得战利品
4.当战利品被一口价购买时，被购买战利品立即计算，不再被竞价
5.竞价时，需要预消耗货币，当竞价失败时，货币将直接返还到玩家账户或是以邮件形式发送
6.拍卖结束后，玩家竞价获得的资源将以邮件的形式发送，获得的公会分红可以在分红介面中自行领取，若未及时领取分红将以邮件的形式于次日05:00发送",,"交易所
1.交易所分為公會拍賣和本服拍賣
2.公會交易所只有加入公會的玩家可以參與
3.本服交易所本服所有玩家可以參與

公會交易所
1.公會交易所，參與人員僅限本公會成員
2.交易所戰利品來源於公會相關活動
3.交易所中戰利品售出，參與活動的玩家可以分紅

世界交易所
1.世界交易所，本服所有玩家可以參與

競拍規則
1.交易所中戰利品購買，包括競價和一口價
2.戰利品的基礎價為競價的低價，最高價為一口價
3.拍賣結束時，出價最高者獲得戰利品
4.當戰利品被一口價購買時，被購買戰利品立即計算，不再被競價
5.競價時，需要預消耗貨幣，當競價失敗時，貨幣將直接返還到玩家賬戶或是以郵件形式發送
6.拍賣結束後，玩家競價獲得的資源將以郵件的形式發送，獲得的公會分紅可以在分紅介面中自行領取，若未及時領取分紅將以郵件的形式於次日05:00發送
",,,,
,,,,,,,
#Auction Bullet Screen,,,,,,,
AuctionBulletScreen_Bid,你竞拍的{0}竞价更新了,,你競拍的{0}競價更新了,,,,
AuctionBulletScreen_Buy,你竞拍的{0}已被其他人一口价购买了,,你競拍的{0}已被其他人一口價購買了,,,,
,,,,,,,
#MainGameMainPage,,,,,,,
MainGameMainPageTitle,行动记录,,行動記錄,,,,
MainGameMainPageTabMiniGame,小游戏,,小遊戲,,,,
MainGameMainPageTabSideStory,情报,,情報,,,,
MainGameMainPageTabVisit,再会,,再會,,,,
MainGameMainPageTabVisitLockAlert,到达23级后解锁再会,,到達23級後解鎖再會,,,,
,,,,,,,
,,,,,,,
,,,,,,,
